Transect,Position,98P1,98P2,98P3,98P4,98P5,98P6,98P7,98P8,98P9,98P10,98P11,98P12,98P13,98P14,98P15,98P16,98P17,98P18,98P19,98P20,98P21,98P22,98P23,98P24
SE,204,,41,,,l,41,,,,,l,65,1,1,,16,g,,,,16,e,19a,
SE,205,,41,,,65,41,l,l,,,,65,1,1,,,44,,,,16,89,,60
SE,206,l,,,,65,41,41,,,17,,65,1,1,,16,44,,,,16,,,
SE,207,l,41,15,92,65,41,41,l,,17,,65,"1,16","1,44",,,44,,,,16,,,44
SE,208,,41,l,,l,41,41,,,17,,"65,51","1,86",1,,65,17,,,,16,,,44
SE,209,,41,l,,65,41,41,,,92,,"65,51",65,1,,65,17,,,,16,,,65
SE,210,,41,,,,41,l,,,19a,,"65,51","1,65",1,,65,"17,44",,,,16,,,65
SE,211,,,,,,41,,55,,,,"65,51","1,65",,,65,44,,,,33,,,65
SE,212,l,,,1,,41,,55,,,,"65,51","1,65",,,65,,,,,33,,19a,65
SE,213,,,l,,52,"41,99",,55,,,,"65,51","1,65",,,,,16,,,33,,,65
SE,214,l,,90,1,52,"41,44",,,,,,"65,51","1,65",,,,,,,,33,,,65
SE,215,,,,,,41,54,,,,l,65,,,,16,,16,,,33,55,,
SE,216,l,,l,,,l,,,,,65,65,65,,,,,,,16,33,55,,
SE,217,l,,44,,,41,,,,90,65,"65,16","51,65",,,,,,,,"33,16",55,,65
SE,218,l,,90,,,41,1,,,44,65,"65,16","51,65",,,16,,,,,16,,,65
SE,219,,,41,,,41,,,,"44,16",65,17,"51,65",,,16,,,,,16,,16,65
SE,220,,,"25,41",,l,25,,,,,65,17,"51,65",,,16,,,89,,16,,,65
SE,221,l,,"25,41",,,8,,,65,16,l,,"51,65",,,16,,,89,,16,,,65
SE,222,l,,41,,,38,l,,65,l,51,,"51,65",,,c,,16,89,,16,,,65
SE,223,l,,,,,"38,65",,l,65,l,51,,"51,65",,,c,,16,,,,,,65
SE,224,,l,41,,,65,l,,65,l,51,1,"51,65",,,,,,,,,,,"65,60"
SE,225,,l,41,,,65,,,65,,"51,65","1,16","51,65",,,,l,,,16,16,,,"65,60"
SE,226,,44,41,,,65,l,,65,,65,"1,16",65,,,19,l,,,,,,65,65
SE,227,,,41,,l,"38,65",90,l,52,17,65,1,65,,65,,,,,,,,65,65
SE,228,,,,,,"38,65",90,,52,,,1,65,,65,,,,,,"16,19a",,65,
SE,229,,,r,,,"38,65",l,,52,,,"1,9",65,,65,8,,,,,16,55,65,65
SE,230,l,,,,,"38,65",,,,,,"1,9",65,,"65,51",20,,90,,,,,65,
SE,231,l,,,,,"38,65",,,,44,,"1,9",65,65,"65,51",,,65,16,,,,65,44
SE,232,l,44,l,,,"38,65",r,,,,,"1,52",65,65,65,92,88,65,,,,,51,
SE,233,l,,l,,,"38,65",,,,l,l,16,65,"65,38",65,92,,65,,,,,51,16
SE,234,l,44,l,,,"38,41",r,55,,l,51,16,65,"65,38","65,51",,,65,,16,55,,51,
SE,235,,l,l,,,41,,55,,16,51,16,65,"65,38","65,51",65,,65,16,16,55,,51,r
SE,236,,1,l,,,41,,55,,,51,1,65,"65,38","65,51",65,,65,,16,,,51,65
SE,237,,1,,,,41,,,,16,51,1,65,"65,38",65,65,,"51,65",,16,,,,65
SE,238,,1,41,,,1,l,,,,51,16,65,"65,38",65,65,,"51,65",,,,,65,65
SE,239,,"1,44",41,,,l,,,,,"44,51",l,65,"65,44,38","65,e",65,65,"51,65",,,,,"65,38",65
SE,240,,1,41,,,l,r,55,,l,"44,51",65,65,65,65,"65,51","65,50",65,,16,,,"65,38",65
SE,241,,1,41,44,,"38,65",,55,,17,"44,51",65,,,"65,92","65,51","65,50",65,,,,,"65,38",65
SE,242,,1,l,,41,"38,65",l,,52,17,"44,51",65,,,65,"65,51","65,50",65,,,,,"65,38",
SE,243,,1,l,,41,"38,65",,,52,87,51,65,,,,"65,51","65,50",65,,,,,"65,38",
SE,244,,1,l,54,41,"1,38,65",l,,l,,l,65,9,,,"65,51",65,65,,,55,,"65,38",
SE,245,,1,41,54,41,"1,38,65",,,52,l,,,9,,,"65,16","65,51",65,,16,55,,"65,38",
SE,246,,1,l,,41,"38,65",,,52,16,,65,9,,,"65,16","65,51",65,,,55,,"65,38",
SE,247,,1,l,,41,38,,,52,,l,65,9,,,16,"65,51",65,,,55,,38,
SE,248,,1,"41,44",,41,38,,,86,,l,65,,,,,"65,51",16,,,55,,38,44
SE,249,l,"1,16",44,,41,38,,,,,,65,,,,65,"65,51",16,16,,55,,38,44
SE,250,,1,l,,41,44,,17,41,,,,,,,65,"65,51",,,,55,,,44
SW,1,,,,44,,,,,,,,16,1,"51,65",,,,,,41,,,16,
SW,2,,44,41,,,,,,l,r,,,1,51,,,,,,41,,,,
SW,3,"65,38",,,,,,,,l,,l,16,1,51,,,r,,,41,,,,
SW,4,"65,38",,,,31,41,,,l,,90,16,1,51,,,,,65,41,,,,
SW,5,,l,l,,,41,1,,,l,,16,1,,,m,,65,65,41,,,19a,52
SW,6,44,l,,,48,41,1,,,,,16,1,,,m,,65,,41,,16a,19a,52
SW,7,44,,41,,,41,1,,,,,16,1,,,m,44,,,41,,,,52
SW,8,44,1,,,,,1,,52,,,,"1,92",,,m,,,41,41,,,,l
SW,9,16a,,,,,1,1,,,,1,,1,,,,,,,41,,,,l
SW,10,l,,,,,1,1,,,,,,1,,,,44,,,41,,,,25
SW,11,,,,,,1,1,,,,90,,,,,,44,,,41,,e,,
SW,12,,,,,,1,1,r,,,,,,,51,,44,65,41,41,,,,
SW,13,1,,,,,1,1,,,90,,16,,,51,,,65,41,41,,69a,,
SW,14,1,,,,,"1,65",1,,,,,,,,51,99,,65,41,41,,,,
SW,15,1,,,,,"1,65",1,,,l,,,,,51,,r,"65,51",41,41,,,16,
SW,16,1,r,,,,"1,65",,,,,,,,,51,,"44,41","65,51",e,41,,,19a,
SW,17,1,r,,,,"1,65",1,,,,66,,,,51,,44,65,,41,51,,,
SW,18,1,44,,,55,"1,65",1,,,,66,,,,,,44,65,,41,16,,,
SW,19,17,l,41,,,"1,65",,,,31,66,,90,,,,44,65,,41,,,,l
SW,20,,,,,,"1,65",99,,,,66,16,90,,,,44,65,,41,,,,38
SW,21,l,,41,,,"1,65",l,17,,90,66,51,,,,,44,65,,41,"38,65",,,44
SW,22,1,,,,,1,,,,,,51,65,,44,,,65,,,"38,65",55,,
SW,23,1,,,,r,25,,,,,9,"51,16",65,,44,99,,65,,,65,55,,44
SW,24,,44,,,,,,,,,,,,,51,,,65,,,"51,65",,,44
SW,25,,l,,,,,l,,,,,,,,51,,,65,,,"51,65",,,
SW,26,r,1,,,,,38,,,,,,"1,65",,51,,,65,,,"51,65",,,
SW,27,,1,,,r,,38,17,,,l,16,"1,38",,51,,,65,,,"51,65",,,
SW,28,l,1,,,,,38,,51,,l,16,"1,38",,51,,,65,,,51,,,
SW,29,l,"1,44",41,,,,38,,51,,l,16,65,,,,,65,,,51,,,
SW,30,l,1,41,,r,,38,44,51,,l,16,,,,,,,,,"51,7",,,
SW,31,l,1,,,,,l,,51,,l,"16,38",,,,,,,,,"51,7",,,
SW,32,16a,1,,,,,,,51,,l,38,,,,,44,,,,"51,65",,,
SW,33,l,1,,,,,,,,,l,38,,,44,,,,,,65,,,
SW,34,l,1,,,,,,,,,,,,,,,65,,,,65,,,l
SW,35,l,1,,,,,,,52,,,,,,,,65,,,"51,65,e",65,16,,
SW,36,38,1,,,,,,,52,,,,,,,,"65,51",,,"51,65,e",65,,,16
SW,37,38,1,,,,,,,52,90,,,,,,,"65,51",,,"51,65","51,65",,,l
SW,38,1,"1,65",90,,,l,,,,,,,,,,,51,,,"51,65","51,65",,,65
SW,39,1,1,,,,,,,l,,,,,,44,,51,,,"51,65",65,38,,65
SW,40,1,"1,44",,,,,,,,,,,52,,,,51,,,"51,65",65,38,,65
SW,41,1,1,41,,,,,,,44,l,,"52,90",,,,51,,,"51,65",65,38,,65
SW,42,1,1,41,,,,,,,,,,52,,,,51,52,"41,16","51,65",,38,,65
SW,43,1,1,41,,44,,,44,,,,,,,,,51,,41,"51,65",,,,65
SW,44,l,1,90,,,,,,r,,51,16,1,,,,51,,41,"51,65",,,,65
SW,45,l,1,,,,,30,,,,51,16,1,,,,,,41,"51,65",,,,65
SW,46,l,1,,,r,,,,38,,51,16,1,,,,,90,"65,38","51,65,e",,,,65
SW,47,,1,,44,,25,,,38,"89,5",51,,1,,,,65,,"65,38","51,e",,,,65
SW,48,,1,,,55,25,,,38,,51,,1,,,,65,,"65,38",e,,,,"65,38"
SW,49,1,1,,44,,,,r,38,,51,16,1,,,16,,,"65,1",,,,16,"65,38"
SW,50,1,1,,,,,l,,,,51,,1,,,,,16,65,e,,,51,65
SW,51,"44,1",1,,,,,30,48,,,"51,65",,,,,,44,e,"38,8",,16,52,51,65
SW,52,"44,1",1,,,,,l,,,,"51,65",,,,,,44,,,,16,,51,
SW,53,r,,,,44,,l,,38,,"51,65",,,,,16,44,,,,,,51,38
SW,54,17,,,"16,44",,,,,,,51,16,1,,,,,,,,,,16,38
SW,55,17,,,16,l,,,,,,51,,1,,,,44,,,,16,,,
SW,56,l,,41,16,,,,,,,,16,1,,,19a,44,"89,16",,,,,,
SW,57,,,41,16,,,,,,,,,1,,,,,16,,,16,,,
SW,58,,,41,16,,,,44,,,,16,1,,,,,,,,16,,,
SW,59,l,1,,"16,44",,65,,,,,,,1,,,,,,,,16,,,44
SW,60,,1,,89,l,65,,,,,l,,1,52,,,,,"51,65",,,,,
SW,61,,1,,"16,89",,65,,,,,,16,1,52,,,,,65,,16,,,
SW,62,l,1,,16,,65,,,,,,,1,,,19a,,16,65,,16,,,
SW,63,,,,16,90,65,,,,,,16,1,,,,,,65,,16,,16,
SW,64,,,,16,65,65,,,,"89,5",,,1,,,,,,"51,65",,16,,16,
SW,65,l,,41,,65,65,"98,100",,,,,51,1,,,,,16,"51,65",,16,,16,90
SW,66,65,1,41,44,65,"38,65",98,,,,,51,1,,,,,,"51,65",,,,e,90
SW,67,65,1,41,44,65,"38,65",98,,,,,51,,,,,,,65,,,,16,16
SW,68,65,,41,44,,"38,65",98,,,,,51,,,,,,,,e,,55,,44
SW,69,65,44,,,,"38,65",,,,,,51,,,,,,,51,,,55,89,
SW,70,"57,65",,,44,,65,,44,,,,51,,,52,,,,,,,,41,l
SW,71,65,,,,,,,,,,,,,,52,41,,,,,,,,
SW,72,65,,,,19a,,,,,,,,,,52,41,,,,,,65,,
SW,73,65,,,,,,,,,,,,,,52,,"51,65",,,,,65,,
SW,74,65,,,,,,,72,,,,,,,52,,"51,65",,,,,,"16,19a",
SW,75,38,,,,,,65,19a,,,16,,,,,,"51,65",,,,,,16,
SW,76,38,,,,,,65,,,,,,,55,44,,"51,65",,,,,55,e,
SW,77,38,,,,,,65,,,,,,,54,44,,65,,16,,,,,
SW,78,38,,,,,,65,,,,,,,54,44,,65,,16,,,,,
SW,79,65,,,,,41,"1,65",,,,,,,54,44,,65,,,,,,,
SW,80,65,,,,,,l,,,,,,,,44,,"65,51",,16,,,,,8
SW,81,l,,,44,,,,,,,,,,,44,,51,,89,,16,,,
SW,82,,,,,,,,,,,,65,,,,,51,,,,,,e,
SW,83,r,,41,68,,,l,,,44,16,65,,,,,"51,44",,,,,,,
SW,84,r,1,41,44,,41,l,,,,16,65,,,,,44,9,16,,,,,
SW,85,l,,41,,44,41,,,,,,65,1,,,,44,,,,51,,,44
SW,86,,1,,,,,,,65,,l,65,1,,,,,,,,51,,,
SW,87,,1,41,,,,,,65,,19a,65,"1,44",,,,,,,,"51,65",,,
SW,88,,1,41,,44,,,,65,,,,1,,,,,,,,65,,e,44
SW,89,,1,41,,96,,l,,65,,,,1,,,,,,,,"51,65",,e,
SW,90,,1,41,,96,,l,,38,,,"65,38","1,44",55,,90,,,16,,"51,65",,e,1
SW,91,44,1,,,,,,,38,,,65,1,55,,,,,,m,"51,65",,,1
SW,92,"17,44","1,98",,,,,l,,38,,,65,1,,,16,,,19a,m,"51,65",,,1
SW,93,,1,,,,,,,38,19a,,65,1,,,,,,,m,"51,m",52,,1
SW,94,r,1,,,,41,,,l,,,65,1,,,,,,,m,,52,,1
SW,95,,1,,,,41,,,,,,,1,,,,,,,m,,,,1
SW,96,,1,,44,,41,,55,,,,,"1,44",,,,,,"51,65",m,m,,,1
SW,97,,1,,,,41,,,,,,,1,,,16,44,,"51,65",m,,,,1
SW,98,57,1,,,r,41,,,,,,,,,,,,,"51,65",m,,,,1
SW,99,,1,,17,,,,,,,,,,,,,,,"51,65",m,,,,1
SW,100,,1,,,,,,,,,,,,,,,44,,"51,65",m,m,89,,1
SW,101,16,1,,,,,,,r,,,,,,,,,,"51,65",m,m,,e,1
SW,102,,44,,,,41,,,,31,,,,,,,,53,"51,65","m,e",,,55,1
SW,103,,,,,,,l,,r,,,,,,44,,,,"51,65","m,e",,,55,1
SW,104,,,41,,,,,,,,,,,,,,,,"51,65",m,,,55,1
SW,105,r,,,,,41,,,,,,,,,,,44,,"51,65",m,,,55,1
SW,106,,r,,,,41,,,,,l,,,,,1,44,,"51,65",m,89,,55,1
SW,107,l,l,,,,41,,90,,,,,,,,1,,,"51,65",,89,52,55,1
SW,108,,44,,,,41,,,r,,,l,,,,,,,"65,67",,,52,55,1
SW,109,l,,,,,41,,,,,,,,55,,,,,51,16,,52,e,1
SW,110,65,,,,,41,,,,,,,1,55,,,,,51,16,,52,,
SW,111,65,,,38,,"41,65",,,,,,,,55,,,,65,51,,,,,
SW,112,65,,,,,65,88,,,,,,,"55,65",,,44,65,,,,,,
SW,113,65,,,38,,65,,,,99,,,,"55,65",,,,"65,51",,,,,,
SW,114,65,,,,,65,,44,,44,,,,"55,65",,,44,"65,51",,,,,,
SW,115,65,r,,38,,65,,,,,,,,"55,65",,,,"65,51",,,,,,
SW,116,65,,,38,,65,65,,52,44,,,,55,,,,"65,51",8,,,,41,
SW,117,l,,,38,,65,65,,52,,,,,,,,,65,19a,,16,,41,
SW,118,,,r,,,,65,,52,,,,,,,,44,65,16,,16,,41,
SW,119,,1,r,,,,65,,52,44,,,,1,,,,65,16,16,"16,e",,,
SW,120,,1,,,,,65,,52,99,,,38,1,,,,,,16,,,,
SW,121,,1,,,,,65,,,16,,,38,1,,,,,,16,16,,,
SW,122,9,1,,,44,,65,,,99,44,,,1,,,44,,,,,,,l
SW,123,9,1,,,,,l,,,,,,,,,16,,,,,65,,,l
SW,124,9,1,,,,,l,,,31,,,,,65,,,,"8,16",,,,41,l
SW,125,9,1,,,,65,,,,,,l,,,,,,,16,,,g,e,
SW,126,9,1,"44,90",l,,65,,,,,,16,,,,,,,16,,65,52,e,
SW,127,9,1,65,,,65,,,,,l,52,65,,,,44,,,,"65,89",52,,
SW,128,9,"1,65",,,44,65,l,,,,,52,65,,,,,,,,16,52,19a,44
SW,129,,"1,65",,,,65,,,,,44,,65,,,,,,87,,,,29,
SW,130,r,"1,65",,,,65,,,,44,,,"65,1",,44,16,,,,e,,,,
SW,131,,1,,,,,,1,,,l,l,"65,1",,,16,,,,e,,,31,
SW,132,r,"1,44",,,,l,,1,,,,,1,,,16,,,,,,,e,
SW,133,17,1,,44,65,,,1,,,44,,1,,,16,44,,,,,,,
SW,134,r,1,38,,65,,,"1,65",55,,,l,1,,,16,,,19a,,,,90,
SW,135,,1,,,65,,1,"1,65",55,,,l,1,,,,,,,e,,,"90,e",
SW,136,,"1,44",16,,65,,1,"1,65",,,,l,"92,1",,,,,,16,e,,38,,44
SW,137,,1,,,,,1,"1,65",,44,,l,1,54,,,44,,"16,92",,,"38,65",,44
SW,138,,1,,,44,,1,"1,65",,,,,1,54,,,,,16,,16,"38,65",,l
SW,139,,1,,,44,,1,1,,,,,,1,,,,,,89,16,"m,38,65",,l
SW,140,,1,90,44,44,,1,1,65,,,,,65,,,,,16,,16,"m,38,65",,l
SW,141,,,,,,,1,1,65,,,,,65,,90,,,16,e,,m,,
SW,142,l,,,l,44,,"1,90",,65,,44,,,"54,65",,,,,19a,,,m,41,
SW,143,,,,,,,1,55,38,,,,,65,,,,,16,,,"m,52",e,
SW,144,17,,,44,44,44,,,38,,,,,65,,,,,16,,89,"m,52",,1
SW,145,,,,,44,,90,,38,,,,,65,,52,,,16,,100,m,e,
SW,146,19a,44,,,,,l,42,38,,,,,38,,52,,,16,,100,m,,l
SW,147,,44,,44,,,,42,38,,,,,38,,,,65,16,,,,,
SW,148,44,,,,,41,l,,,,,,,38,,16,,"65,38",16,,,,e,
SW,149,,,31,,,41,l,,38,,,l,,38,,,,"65,38",16,,,,41,
SW,150,,,,,41,41,,,38,,,l,,38,,41,,"65,38",16,,,,41,
SW,151,,44,,,41,41,,,38,,,16,"19a,8",38,,41,,"65,38",16,,,,"41,55",
SW,152,69a,r,,,41,41,,,90,,,16,,51,,41,,"65,38",19,,16,,"41,55",
SW,153,l,,,,41,41,,,,,,,,51,,41,,"65,38",19a,,16,,41,
SW,154,l,,90,44,55,41,l,,,,,,92a8,51,,41,,"65,38",16,,16,,,
SW,155,,16a,,44,44,41,,,,,,,,51,,,,"65,38",16,,"16,90",,,
SW,156,,l,90,,,41,,,,,,44,,1,,,,,,53,90,,,8
SW,157,l,r,,,,41,,,,,,,90,,65,,,,,,90,,,l
SW,158,16,,,,,41,90,,,,,,,1,65,,,1,16,1,,,,
SW,159,16,,,,41,41,,,l,,,,,1,,,,,"e,53",1,,,,44
SW,160,,r,,,41,41,,,l,44,,,,,,,,,,1,,,,
SW,161,19a,,,,41,,,,52,,,,,,44,,,,,1,,10,,
SW,162,r,,,,r,,,,,,,,,1,,,,,,"1,e",,,,
SW,163,,,,44,44,,,,,,,,,1,,41,,,,1,e,,,
SW,164,,,,,,,65,,,,,51,,,,,,,19a,,e,,,
SW,165,,,16,,44,25,65,89,,,,,,,,,,89,,,,,16,
SW,166,,,68,,,,65,,44,,,51,,,1,,,,,,,,g,
SW,167,65,,,,,,"1,65",,44,,,,,,"1,65",,,,,,,,,
SW,168,65,,,,,,"1,65",,44,,,,,,,,,,,,16,,41,89
SW,169,65,r,,,,,1,,,31,,,52,,,,,,,,"16,e",,41,89
SW,170,65,,,,,,65,,,,,,52,,,,65,,,,,,41,
SW,171,65,,,,,,,,,,65,,52,,,,"65,m",,51,,86,,41,
SW,172,65,,,,41,44,,,,,"65,38",,52,,,,"65,m",,51,,,89,31,
SW,173,65,41,,,,,,,,,65,,,,65,,"65,m",,"51,65",,,89,e,
SW,174,65,l,,,90,65,,,,31,"65,38",,,,65,,"65,m",,"51,65",,,1,"e,90",
SW,175,65,,,,,65,,,,,"65,38",,44,,65,,"65,m",,"51,65",,,1,31,
SW,176,,,,,,65,,,52,,,,,30,65,,"65,m",,"51,65",,,1,41,
SW,177,,r,,,,65,l,,52,,,,,,65,,"65,m",,"51,65",,89,1,41,
SW,178,l,,,,,65,,,,,,,,,,,"65,m",,"51,65",,16,1,41,
SW,179,,,,l,,65,65,,,3,,,,30,,,m,,"51,65",e,89,1,41,
SW,180,16,,,,44,65,65,,,,,31,,,,,m,,"51,65",e,,"1,65",41,
SW,181,r,55,,,,65,65,,,,,,,,,,m,,51,e,,"1,65",41,
SW,182,,,,44,,65,"65,81",,,,,,,,,,m,,51,,,"1,65",,
SW,183,16,,,44,,,"65,81",,,,,,,,,,m,,,,,"1,65","e,41",
SW,184,16,,,44,,,65,,,44,,,,,,,m,,,,,"1,65",,
SW,185,,,,,44,,65,,,,,,1,,,,m,,,,,"1,65",41,
SW,186,,,,44,,,,,52,,,,1,,,,m,,,,,"1,65","41,e",
SW,187,r,1,16,44,,,,,52,,l,l,,,65,,m,,,,,1,1,
SW,188,l,,,l,,,,,52,44,,,,,65,,m,51,,,,1,41,
SW,189,l,1,,,,,l,44,,90,,,1,,65,,m,51,e,,16,1,"90,e",
SW,190,r,55,,,,,,,,,,,,,,,m,,e,,,1,"90,e",51
SW,191,r,55,,,l,,,,,,,,,,,,m,65,,,89,1,,51
SW,192,,55,,,,,,,,,,,,,,,m,65,,,,1,,51
SW,193,,,,,,44,19a,,,,,,,,55,,m,65,,,,1,,51
SW,194,,,,,,,,,,,,,,,55,,m,65,,,,1,90,51
SW,195,68,,31,,41,,,1,,,,,,,"55,81",,m,65,,,,1,e,
SW,196,,,,,41,,,,,,,,,54,55,,m,65,,,,,e,
SW,197,,,,,41,,,,,,,44,,54,,,m,,,,,,e,
SW,198,,,,,41,,l,,,44,1,44,,,,,m,,,,,,,
SW,199,16,,,,,,,,,,,,,,,,m,51,,8,e,,e,
SW,200,16,,,,,,,,,,65,44,,,,,"65,m",,,89,e,,e,
SW,201,16,,,,,,,44,,44,65,,,,,,"65,m",51,e,89,,89,,
SW,202,,,,44,,,,,,,"65,51",,,,,,"65,m",,,89,,89,,
SW,203,,,,,30,,,,,,"65,51",44,,,,,"65,m",,,"89,31",16,16,,
SW,204,r,l,,,,l,l,,,,,,,,,,"65,m",,,,,16,,
SW,205,"16,92",44,,,,l,,,,,,,,,,,"65,m",,,,,,,88
SW,206,,l,,44,52,l,,"16,41",,,,,,,,,m,,,12,,,e,88
SW,207,16,l,23,,52,l,,41,m,,,16,,,,16,m,,,,,,e,88
SW,208,,l,23,,"41,52",,,38,,,,,,,,16,m,,,,,,,
SW,209,l,l,,92,41,,,,,31,,19a,,,,16,m,,,e,65,,,44
SW,210,,,,,41,,1,,,,,,,,,,m,,,,65,,,44
SW,211,r,l,,,41,l,,,,,,,,,,,m,38,,,65,,,
SW,212,,,16,,41,,1,44,m,31,,52,,,,1,m,38,,,,,,
SW,213,16,,,16,41,65,,,m,,,52,65,,,1,m,38,,,16,,,
SW,214,16,l,,16,,65,,,m,,,52,65,,,1,,38,,,,,,
SW,215,,,96,16,,65,,,m,,,,65,,,1,,38,,,16,,,16
SW,216,16,l,89,16,41,65,,,m,,,,,,,1,,38,,,,,"1,31",16
SW,217,16,l,,16,70,65,,,m,,,,,52,,1,,38,,,,,1,
SW,218,16,l,,16,41,65,l,r,m,,,44,,"52,1",55,1,44,38,,e,,89,1,
SW,219,,l,,16,41,65,l,,"m,52",19a,52,44,,"52,1",55,11,44,38,,,,,,65
SW,220,,,,44,41,65,,,m,31,52,,,"52,1",55,1,,38,,,,,1,65
SW,221,84,,41,,41,65,,44,m,,52,,,"52,65,1",55,1,,38,,,16,,1,65
SW,222,,,41,44,41,65,,,m,83,52,,,"65,1",,1,,,51,,,,1,
SW,223,,,41,,41,65,l,55,m,,,,,65,,1,,e,51,,16,,65,
SW,224,84,,41,,,65,,,m,,,,,65,,1,,,"51,65",,16,*,65,54
SW,225,84,,,,,65,,,m,,,l,,"65,1",55,1,,"1,65","51,65",,,*,65,16
SW,226,,,,44,90,65,,,m,90,,l,,"65,1",55,1,,"1,65","51,65",e,,,65,
SW,227,,65,,44,,65,,,m,,,,,1,55,"1,16",,"1,65","51,65",e,,65,"38,65",
SW,228,19a,65,,44,,65,l,,m,,,,1,1,55,"1,16",,"1,65","51,65",,38,65,,
SW,229,,65,,44,41,,l,,m,31,,,,1,55,"1,16",,"1,65",65,e,16,65,,16
SW,230,,"65,38",17,44,41,16,l,44,m,,,,,1,55,1,,"1,65",65,e,,67,,
SW,231,,"65,38",,17,41,16,l,,m,,,,,1,55,1,,"1,65",,e,,67,,68
SW,232,l,"65,38",,,41,16,,,m,31,,,,1,,,,65,,e,,67,16,
SW,233,l,"68,38",,,41,16,1,,m,,,l,,,,16,,,,e,,67,,
SW,234,,65,,44,41,68,65,,m,,,l,,,,16,,,e,e,90,e,,
SW,235,65,"65,38",,,,16,65,,,,,8,,,,16,,,,e,90,e,,16
SW,236,65,"65,38",,17,,16,65,16,,31,,l,,,,16,,,,e,,e,,
SW,237,65,38,,,,"41,90",65,,,92,1,l,,,55,,,,,e,,,e,
SW,238,65,,,,,41,65,,,,1,44,,,,,,,,e,,e,,
SW,239,65,l,,44,,41,"1,65",65,,,,,96,,,,,88,,e,,,,
SW,240,65,16,,,,41,"1,65","38,65",,90,,,,,,16,,88,,e,,,,
SW,241,65,,,,44,41,1,38,,,1,,,,,,,88,,,16,,,
SW,242,65,l,,,,41,,65,,31,,,,,,16,,88,,,,,,
SW,243,65,l,,,,41,,"38,65",,,,,,,,,,,,,,,,
SW,244,65,l,,17,41,41,l,65,,,,,,,,,,,41,,,,16,
SW,245,,"38,65",,,41,41,l,65,,31,,,,,,16,,,,,,,,
SW,246,,65,,,41,41,l,65,,,l,,,,,16,,,,,,65,,68
SW,247,,"38,65",,,90,41,,65,,,,,,,,,,,,,,,,
SW,248,,65,,,,41,,65,,,,,,2,,,,,,,,65,,
SW,249,r,38,,,41,41,,"52,65",,,,,,,,,,,,,,65,,
SW,250,,,,17,41,25,,,,,,,,,,,,,,,,65,,
