Transect,Position,98P1,98P2,98P3,98P4,98P5,98P6,98P7,98P8,98P9,98P10,98P11,98P12,98P13,98P14,98P15,98P16,98P17,98P18,98P19,98P20,98P21,98P22,98P23,98P24
SE,170,1,,l,41,41,,,,,,,l,,,,,,,,,,,,65
SE,171,1,,l,41,41,l,,,,,,,,,,,44,,,,,,,65
SE,172,1,,l,,41,,,,,,,,,,,,,,,,,89,,65
SE,173,1,,l,,41,l,,,,l,,,,,,,,65,,,e,"89,e",,65
SE,174,"1,44",52,l,,"25,41",,l,,,65,,,,,,,l,65,,,,,,16
SE,175,"1,44",52,,,25,44,l,,,44,,,,,16,,44,65,,,99,,,
SE,176,44,,,,l,,l,,,65,,l,,,,,l,65,,,,,,
SE,177,l,,,,l,l,44,,,65,,l,,65,,,44,"65,51",,,,,,60
SE,178,1,,,,,l,,,65,52,,,,65,,,44,"65,51",,,,,,"60,65"
SE,179,l,,,"41,44",l,,,l,65,52,,,,,,,"44,92",65,,38,,,,"60,65"
SE,180,l,l,,,44,l,,l,65,52,,,,65,,,,"65,51",,38,,,,"60,65"
SE,181,52,,,,44,,,,l,52,,,,65,,,,"65,51",,38,52,,,65
SE,182,52,,,,44,,,,,,l,,,65,,,,"65,51",,,52,,,65
SE,183,"52,88",r,,,44,,,,,,,,,65,51,,,"65,51",,,,,,"60,65"
SE,184,88,r,,,,3,,,l,,,65,,65,,,,"65,51",,,,,,60
SE,185,"38,88",,,,,,,l,65,,l,65,,,e,,,"65,51",65,,,,,"60,36"
SE,186,38,,52,,l,,,l,,,,65,,,,,44,"65,51",65,,17,,,
SE,187,38,"16a,88",,,,,,,"65,44",,,65,"38,52",,e,,44,16,65,,,55,,
SE,188,38,,52,,,52,,l,"65,44",,,65,"38,52",,,,,16,65,,17,16,,
SE,189,1,r,,,,52,,l,,44,,65,"38,52",,,,44,16,65,,17,,,"60,51"
SE,190,1,r,,,,l,44,,,44,96,"65,51","38,65",,,,19a,16,"65,51",,,,,
SE,191,l,,,,,,l,52,,,,65,"38,65",,,,,16,"65,51",,,,,
SE,192,89,,r,,90,l,,,,,,65,"38,65",,,,,,65,,16,,,
SE,193,"89,41",,,,"41,90",52,l,l,,44,,65,"38,65",29,55,,,,,,,,,l
SE,194,41,l,,41,l,l,l,l,,,,,"38,65",,,,,,51,,,,,60
SE,195,l,65,,41,l,52,,,,44,,l,"38,65",,,,,"65,69",51,,16,,,
SE,196,l,"65,38",,41,,52,,,,,,l,65,16,,,,65,,16,g,,,44
SE,197,l,"65,38",,41,,l,l,,,,,l,65,,,e,88,65,,16,,55,,
SE,198,98,"65,38",,41,,,,,,,,l,,,90,,16,65,,,2,,,
SE,199,98,"65,38",,41,,,,,,,96,44,,65,,16,16,"65,81",,,,,,
SE,200,98,"65,38",,41,,,,,,,,44,,65,,,16,65,,,2,,,
SE,201,"98,41","65,38",,41,,,,,52,,,l,,65,,,16,"65,16",,,,,,
SE,202,"98,41","65,38",,41,r,1,l,,52,,,,1,65,,,16,"65,16",,,,,49,l
SE,203,"98,41","65,38",,l,,1,l,,52,,,65,1,65,,,l,"65,16",,,,10,29,
SE,204,"98,41",,,l,,1,l,,52,,,65,,65,,,,"65,16",,,,10,,
SE,205,l,r,,l,,1,,l,52,,,65,,65,,,,"65,16",,,,"10,16",,
SE,206,44,r,,41,52,1,,,,,,65,44,,,,,"65,16",,,,,,
SE,207,l,,,41,"41,52",1,1,,,,,l,,,,65,l,,,,,,,
SE,208,l,,,41,41,1,1,l,,,,l,,,,65,l,,,,,,,
SE,209,l,,,41,,1,1,,,1,,l,,,,,,,,23,,,,
SE,210,l,,,41,,,1,l,,1,,,38,16,,,,,,16,,,,
SE,211,44,65,,41,,44,,l,,"1,44",,16,38,16,,,65,16,,,,,,
SE,212,l,65,,41,,,l,l,,1,,,"38,65",,,,65,,,,52,,,
SE,213,41,65,,41,r,l,,l,,1,,65,"38,65",,,,65,,,16,,,,
SE,214,l,65,l,41,l,,,l,,,,"65,38","38,52",,,,"65,51",,,,,,1,52
SE,215,41,65,,41,2,,,l,,,,"65,38",52,,e,,"65,51",,,,,,,52
SE,216,41,65,,41,2,l,l,,,,,"65,38",,,,,"65,51",,,,,10,41,52
SE,217,41,65,,41,2,l,1,,,,,"65,38",92,52,,,"65,51",16,,,,10,"1,41",52
SE,218,41,"65,38",,41,,l,l,,,,l,"65,38",,,,,"65,51",16,,,99,,"1,41",52
SE,219,41,,,41,,,,,,52,,"65,38",,,,,"65,51",16,,,,,41,52
SE,220,41,,52,41,,,,,,52,1,"65,38",,,,,"65,51",,52,,,,"1,41",52
SE,221,"41,1",,52,41,g,,,,,52,,"65,38",,,,,"65,51",,,,,,1,52
SE,222,l,,,41,g,,,,,52,,"65,38",,,,,"65,51",,,,,,1,
SE,223,l,,,41,2,,,l,,52,,"65,38",,,,,"65,51",,,,,,1,
SE,224,1,,,41,2,,,,,,,"65,38",52,,,,65,16,,,,,,
SE,225,1,,,41,r,,,,,,1,"65,38",,,,,65,16,,,,,,1
SE,226,1,,,41,r,l,,,44,65,,"65,38",,,,,65,38,,,,,51,1
SE,227,1,,,41,65,,l,,,65,,"65,38",,,,,65,"38,86",,,,38,51,1
SE,228,"1,41",,,41,65,l,,,l,"65,52",1,"65,38",,52,,,,"38,86",,,,38,"51,6",1
SE,229,1,,,41,65,l,l,,44,,1,38,,52,,,,"38,86",55,,,38,"51,6",
SE,230,1,38,,41,65,l,,,,,"1,52",38,,,,,,"38,86",,,,"38,28,65",51,
SE,231,1,38,,41,65,,l,52,l,,52,"65,38",,,,,,86,,,89,"38,65",51,l
SE,232,1,38,,41,65,,l,52,,,52,"65,38",,,,,,,,,,"38,65",51,
SE,233,1,,,41,65,,l,52,l,,,65,,,,,,16,,90,,"38,65","51,65",l
SE,234,1,16,,41,"41,65",,,52,,,52,"65,61",,,,,l,16,,,,65,65,
SE,235,1,,,41,41,,,,,,,61,,,,,l,,,,,65,65,41
SE,236,1,,,41,,,l,,,,,61,,,,,l,,,,,65,65,41
SE,237,1,,,41,,,l,,,,,61,,,,,,52,,,,65,,41
SE,238,1,,,41,,,l,,,,l,61,,,,,l,,,,,,,41
SE,239,1,,,41,55,,l,,,,,61,,,,1,,,,,,,,41
SE,240,1,,52,41,l,,,,,,,61,,30,,1,,"9,16",,,,,,41
SE,241,1,,52,41,,,,,51,,,61,,,,1,44,"9,16",,,,,,
SE,242,1,55,52,41,,16,,l,51,,,61,,,,1,,16,,,,,,
SE,243,1,"55,1",,41,41,,,l,51,,,61,,,,1,,16,,,,,,"90,65"
SE,244,1,55,,41,41,"1,19a",,l,51,,,61,,,,1,,16,1,,52,10,,65
SE,245,1,,52,41,"41,65",1,,l,51,,,"52,61",,,,1,,16,1,,52,10,,65
SE,246,1,,52,41,65,1,l,l,l,r,,"52,61,65",,,,1,44,16,1,,,,,65
SE,247,1,,52,41,65,,l,,l,,,"65,61",,,,1,,"e,16",,,52,,,"41,65"
SE,248,1,,,41,65,,,,,,,"65,61",38,,,1,,16,,,52,,,"41,65,60"
SE,249,1,,,41,65,,l,,,,44,"65,61",38,52,,1,,16,,,,,,60
SE,250,1,,,41,65,49,,52,,,,"65,61",38,52,,1,,,,,,,52,
SW,1,l,,,,,,,,52,,,88,,,65,,,,,52,,,,"1,65"
SW,2,l,,r,65,,,,,,,52,l,,,65,98,,,,52,,100,,1
SW,3,l,,,65,,,,,l,,52,16,,,65,98,,,,52,,100,,"1,16"
SW,4,l,,,65,,44,,,,,52,16,,,65,98,,,,52,,100,,"1,88"
SW,5,r,l,,65,,44,,,,,,,,44,65,98,l,,16,52,,100,,"1,88"
SW,6,,l,,65,,44,,44,,,,16,,,,98,,,,52,,,,"52,88"
SW,7,l,l,,,,44,,,,,,,,,,98,,,,52,,,,"52,88"
SW,8,,l,,,l,,l,,,,,16,,,,98,,,,,,,,"52,88"
SW,9,,l,,17,41,,,92,,,,44,,,,98,,,,,,,,"52,88"
SW,10,r,l,,,l,,,,65,,,44,,1,,,,,,,,,,52
SW,11,,l,,17,,,,,65,,,"44,16",,1,92,,65,,16,,,,,"52,65"
SW,12,,,,,,38,,,65,,,44,,,92,,65,,16,,,,,65
SW,13,19a,,,,,,l,,65,96,,44,,,,,65,,16,,51,,,65
SW,14,l,,,92,,38,,,65,65,,44,,52,,,65,,16,,51,,,65
SW,15,19a,,,l,,52,,,65,,,44,,52,,,65,,16,,51,,,
SW,16,,,,l,,l,,,65,,,44,52,1,,52,"65,51",,16,,51,,,
SW,17,52,,,l,,,,,,,,44,52,1,,,"65,51",90,,10,51,,,
SW,18,52,,,98,,52,,,,,,44,,1,,,65,,,10,51,,,
SW,19,52,,,98,,52,52,16,,,,44,,,e,90,65,,,10,,89,,
SW,20,l,,,98,,52,52,,,,,16,,,e,,65,,,10,,,,
SW,21,l,,,98,,52,,,l,,44,16,,,e,,65,,,,,,,92
SW,22,19a,,,"65,98",r,52,,,,,44,,,,,,65,,,16,,,,
SW,23,l,,,"65,98",,r,,l,,92,,,,,65,,65,,,16,,,,
SW,24,19a,,,"65,98",,r,52,92,l,68,,"92,16",,,65,52,65,,16,"16,52",,55,,
SW,25,l,,,98,,,52,,l,,l,44,,,65,52,65,,,16,,,,
SW,26,41,,l,98,,,,,,,l,44,,,65,52,65,,,16,,,,
SW,27,41,,,98,,,,,,,l,44,,,65,,65,,,16,16,52,98,
SW,28,"52,41",,38,98,,52,,r,,,,"16,10",,,,,65,,,16,16,,98,
SW,29,52,,38,98,,52,,,,,,16,,,,,65,,"16,68",16,16,89,98,
SW,30,52,,38,,,,,,,,,16,,,,16,"65,52",,,,"16,51",,98,65
SW,31,r,"1,16",38,,,r,,,,,,92,,,,,,,,,"16,51",,98,65
SW,32,17,,38,,,,,,,,,44,,,,,,,,,"16,51",,98,"65,44"
SW,33,"10,52",,38,,,,,,,,,"44,92",,,,,,,,,"16,51",,98,44
SW,34,52,,38,90,,,52,,,,,92,,,,,,,,,51,89,98,44
SW,35,52,,,,,,52,65,,,,l,,,,,,,,,51,89,98,
SW,36,52,1,,,,,,65,,l,,"16,44",,,,,,,,,,,98,
SW,37,,1,m,,,,,65,,,,"16,44",,,,,,,,,,,98,
SW,38,,1,m,,44,,l,65,l,65,,44,,,65,,,,,19,,,98,
SW,39,41,1,"16,m",,,,,65,,65,,44,,,65,,,,,,,,98,
SW,40,,1,"16,m",,,,,"38,65",,65,,"44,16",,,65,,,,,19a,,52,,
SW,41,r,"1,44",m,,44,,,38,,65,,16,,1,65,,X,,,,,52,,51
SW,42,r,l,m,,44,,,38,l,65,,16,,1,,,X,,,,,52,,"51,65"
SW,43,,l,m,,,,,"38,65",l,65,,16,,1,,,X,,,92,,52,,"51,65"
SW,44,30,,m,,,,,65,52,65,,,,1,,,"X,g",,,16,,"52,89",,"51,65"
SW,45,,,m,,,,l,65,52,90,,,,,,,X,,,16,,89,,65
SW,46,,,"44,m",,,,l,65,,,,16,,,,,X,,,16,,89,,65
SW,47,,,m,,,,,,,81,52,16,,,,,X,1,58,16,,,,16
SW,48,,,m,,44,,,,,l,52,16,,,,,l,1,"58,65",16,16,,,
SW,49,30,l,m,1,44,,,,r,,,92,,,,,,,"16,65",16,16,52,,16
SW,50,l,,m,1,,,,,,44,,92,,,,,,,65,16,,,,16
SW,51,30,,m,,,,l,l,,,,,,,,,,,65,,,,,16
SW,52,65,l,m,,,,l,,,52,,,65,,,,,1,65,,,,1,
SW,53,65,,m,,,,l,"1,92",,52,,,65,,,,,1,"65,58,57",,,,,65
SW,54,65,,m,92,,,,,,52,,,65,,,,,,65,,16,,,65
SW,55,65,,m,,,,l,,,,,16,65,,65,,44,,65,,,,,16
SW,56,65,,m,,44,,65,l,,44,,,65,,65,,44,,65,,,,,
SW,57,65,,m,,,,,,l,,,,,,65,,44,,65,,51,29,,
SW,58,65,,m,,,,,,,,,,,,65,,44,16,65,,51,,,
SW,59,65,,m,44,44,44,,,,,,,,,65,,,,65,,51,23,,16
SW,60,65,,m,,,44,,72,,,,,,,65,,,,"65,58",,51,,,16
SW,61,19a,,m,10,,44,52,,,,,,,,65,,,,65,,51,16,,16
SW,62,,44,m,10,,,52,,,44,,,,,65,,44,,,,51,,,
SW,63,,r,m,10,,,,,,,,,,,65,,44,,,,"51,65","16,e",,
SW,64,,r,m,10,,,,,,44,,16,,,65,92,,65,,52,55,,,
SW,65,,,m,,44,,l,,l,44,,16,,,65,,,65,,52,55,e,,16
SW,66,,,m,,44,44,,,,,,65,,,65,,,65,,52,,16a,,16
SW,67,,,m,44,,"38,65",,,,,,65,,,,e,44,65,,,90,,,
SW,68,l,r,m,,,"38,65",,,,,,65,,,,,44,"65,51",,,,16,,
SW,69,l,l,m,,,"38,65",,,52,44,,65,,,,,,"65,51",,,,84,1,
SW,70,,l,m,,44,"38,65",,,52,,1,65,,,,,44,51,16,,,16,1,65
SW,71,,41,m,,44,"38,65",52,16,52,,,16,,,55,,44,,"15,65",,,16,1,65
SW,72,l,41,"91,m",,44,"38,65",52,,52,,,16,,,55,,l,,"15,65",,,16,,65
SW,73,l,41,m,,,"38,65",52,,52,,,16,,,55,,l,,65,,,16,,65
SW,74,,41,m,,44,"38,65",,92,52,,,,,,,,l,,"65,15",16,68,,,65
SW,75,41,l,m,44,l,65,52,92,52,,,,,,,e,,,"65,16",,"68,e",16,,65
SW,76,41,l,m,,,65,52,92,,r,,l,,,,,l,,65,,,,"38,65","65,44"
SW,77,41,l,m,,,65,52,92,,65,,,,,,,51,,"65, *",,16,,"38,65","65,44"
SW,78,41,l,,10,,65,l,92,52,65,,,,100,,,l,,65,,,16,"38,65","65,87"
SW,79,41,,,10,,,,,52,"65,38",52,,,,16,,51,,65,,"16,55",68,"38,65",
SW,80,41,16,,10,41,,52,,,"65,38",52,65,,,19a,,51,,"65,16",,,,"38,65",
SW,81,l,l,,l,41,,52,,,"65,38",,65,,,,,51,,65,,,29,"38,65",
SW,82,,l,,52,l,,"52,90",,,65,,65,38,,16a,,51,,,,,,"38,1",l
SW,83,l,l,,52,,,,,,65,,65,38,,,,51,,,,,,1,16
SW,84,,,,,,,l,,,65,52,65,38,,,5,51,,,,,9,1,
SW,85,,,,,,44,,16,,65,52,65,38,,65,,51,,*,,,9,1,87
SW,86,r,38,,,,44,52,,,65,52,65,,,65,,l,,*,,,,1,
SW,87,,38,,,,,52,92,,65,52,65,65,,38,,44,,*,,,9,1,
SW,88,,38,,,,,52,92,,l,52,65,65,,"90,38,65",,16,,*,52,,29,1,
SW,89,,38,,,,,65,,52,l,,"65,44",65,,"90,65",,l,,,52,,92,1,
SW,90,,l,,,90,,65,,52,,52,44,,,"65,38",,,1,,,,,1,
SW,91,,l,,44,90,2,65,16,52,,,44,,,"65,38",,16,1,,,,,1,
SW,92,l,l,,44,,2,65,92,52,92,,44,,,"65,38",,44,1,,,52,,1,
SW,93,16,l,l,,44,2,65,92,52,l,,,,,65,,44,,,,,,1,l
SW,94,l,l,,l,,2,65,92,52,,,,,,6538,,44,,16,,,"16,57",1,44
SW,95,,l,,,,2,,16,,,,"92,16",,,65,,44,,16,,,,1,44
SW,96,17,l,16,,,2,,16,,,,16,,,,,44,,16,,,16,1,
SW,97,,l,,,96,2,,55,,,,,,,,,92,,16,,"55,52",,1,44
SW,98,92,l,16,,96,"1,2,41",l,55,l,,,,,,,16,92,,16,,55,,1,44
SW,99,92,l,,41,,"1,41",,55,,,,,,52,,,,,16,,,29,1,
SW,100,r,65,,41,,"1,41",,55,,,,"16,68",,52,65,,,,,,,16,1,
SW,101,,65,,41,,"1,41",52,,,,,l,,52,65,,44,,92,,,16,1,
SW,102,,65,,41,,"1,41",,55,,,,,,,65,,,,"16,56",,,16,1,
SW,103,l,65,l,41,,41,,55,52,,,l,,,65,,,,"16,56",,,,1,
SW,104,,65,,,,41,,55,"52,65",,,81,,,65,,16,,"16,56",9a,1,,,
SW,105,l,65,,,96,41,l,44,,,,l,,,,,l,,"16,56",,,,,l
SW,106,"19a,16",,,,96,"41,52",r,,,,,l,92,65,,,,,16,,,,,
SW,107,"19a,16",l,,,,52,52,,,,,,,,,,,,16,,52,,,44
SW,108,"19a,16",l,44,,,52,,,52,,,52,,,65,e,,,16,,55,,,44
SW,109,l,l,r,l,l,,,,52,,,52,,,65,e,,,16,,55,16,,16
SW,110,17,16,,,,,r,r,52,,,52,65,,65,e,,,16,,,,,16
SW,111,"19a,17",16,,,,,,16,52,,,16,,55,65,,,,16,,,,,16
SW,112,92,,,,,,,,,,,16,,55,65,,,,16,,,,,44
SW,113,,,,52,,44,,,,,,16,,55,65,,,,16,,,,,
SW,114,92,,,52,44,"41,65",r,,52,,,16,,55,,,44,,16,,,89,,16
SW,115,92,"16,2",,52,90,"41,65",,,52,,,16,,,72,,l,,16,,,,,
SW,116,,2,,44,,"41,65",l,65,52,,,16,,,,,,,16,,,89,,
SW,117,l,"2,41",,,,"41,65",,65,,,r,16,,,38,,44,,16,,,,,
SW,118,92,"2,41",16,92,,"41,65",,65,,38,,16,,,38,,44,,16,,100,,,
SW,119,l,"2,41",16,,,"41,65",l,65,,38,l,16,,,"38,69",,,,16,,,,,65
SW,120,l,"2,41",16,,,"41,65",l,65,,"38,51",l,16,,,"38,16",,l,,16,16,,,,65
SW,121,,"2,41",16,,52,"41,65",,,,38,,16,,,"38,16",16,44,,16,,,,,65
SW,122,,"2,41",,,52,"9,38",l,,l,38,100,16,,,16,,44,,16,38,,,,65
SW,123,,"2,41",,,52,"9,38",,,,38,100,"16,38",,,,e,44,,16,38,,,,65
SW,124,,"2,44",,44,,9,,,,38,100,"16,38",,,,,44,,16,38,,,,65
SW,125,l,"2,16",,,,,65,,65,"38,65",100,19,,,,,44,,16,38,,,,
SW,126,,l,,,,,"38,65",,65,38,,"92,16",,,72,,44,,16,100,,89,,
SW,127,,r,,,,,"38,65,88",16,,"38,65",,92,,,,55,,"51,65",16,,100,89,,
SW,128,,r,,,,,"65,38",16,,"38,44",,16,,,,,,"51,65",16,,100,,,
SW,129,,65,16,l,,,65,16,"65,52",38,,16,,,,,,"51,65",16,,,,,
SW,130,92,65,,90,10,,65,,65,38,65,16,,52,,,65,65,16,,,,65,
SW,131,,65,,,10,,65,,65,,65,16,,52,,,,65,16,,,,65,
SW,132,l,65,16,90,l,,,r,65,,,16,,52,,,l,65,16,,,,52,
SW,133,,65,16,,,44,,r,65,44,,"16,92",,,,,l,65,16,,,,65,
SW,134,,65,,,,,,92,65,,,"16,92",,,,,l,65,16,,,89,"65,52",
SW,135,,65,,,,,,16,r,,,"16,92",,,,e,,,16,,,89,"65,52,38",
SW,136,,65,,92,,,,r,r,,,"16,92",,,,,,,16,,,10,,
SW,137,,,,,,,,92,,,,"72,16,98",,,,,,,16,,1,"e,10",,
SW,138,,,,,,,,92,,,,72,,,,,,90,16,,,e,,
SW,139,19a,,16,44,96,,52,92,r,51,,"72,16",,,,,,,16,,,"e,23",,
SW,140,l,88,38,,,,l,92,,"51,100",,16,,,69,e,,,16,,1,,,l
SW,141,,88,"38,65",,,,l,,,51,,92,,,,e,,,16,,,,,l
SW,142,,88,"38,65",,,,,,,51,,l,,,,e,,,"16,65",,,89,,65
SW,143,,"88,41",65,90,96,,,,,51,,,,,,,l,,65,,,,,65
SW,144,"19a,82",41,65,,96,,,16,,"51,65",,"l,92",,,89,e,l,,65,,,,52,65
SW,145,,41,65,,,,,,,51,,,,,,,,16,65,,,,52,65
SW,146,92,41,65,,"3,96",,,,,"51,65",,,52,,89,,,16,,,,,,65
SW,147,,41,,16,68,,65,,,"51,65",,,52,,,,,,,,,,,65
SW,148,,41,,,96,,65,,,"51,65",l,,,,,,,,,,,,,65
SW,149,,"30,41",,,,,65,16,,"51,65",l,44,,,,,,,16,,,,52,65
SW,150,89,l,,,,,65,,,"51,65",52,44,,,,,,,16,,,,,65
SW,151,,,,,14,,65,,,65,52,,,,,,,,16,,,,,
SW,152,19a,,,,,,65,,,,52,,,,,,,,16,,,89,,48
SW,153,,,,,,,,92,,,,,1,,,,,,"16,e",,,,,
SW,154,19a,,,,,,,72,,,,,1,,,,,16,"16,e",,,,,16
SW,155,,,92,,,,,,,,,,1,,,,,,,,,,,
SW,156,r,l,,,96,,,72,r,,,,1,,,,,16,,e,,,,16
SW,157,,,,,,38,,,,,44,,1,,,,,,,,,,1,16
SW,158,,38,,,,"38,41",65,,,,,,,,,,,1,,,,16,1,16
SW,159,,38,,,,41,65,92,,,,90,,,,,,1,,,,,1,
SW,160,44,"38,65",,,,41,65,,,,,90,,,,,,1,,,,,,"52,16"
SW,161,,65,,,,"38,41",65,,,51,,,,,,,,,51,,,,,
SW,162,l,65,16,,,"38,41","17,65",,,51,,,,,,,,,,,,16,,
SW,163,,65,"16,92",,,41,17,92,,,65,44,,,,,,,"65,16",,,,,
SW,164,l,65,16,44,,41,l,,,,65,,,,,,,,"65,16",,,,,
SW,165,"19a,92",65,,,,41,,,,,"51,65",,,,,e,,,,,,16,,16
SW,166,l,65,,,,,,,,44,65,,,,,,,,,,,87,,
SW,167,l,65,,,,6,65,,,,65,,,,,,,,,,,,,
SW,168,16,65,16,90,96,,l,17,,,,,,,,,,,,,100,17,,"44,19a"
SW,169,,l,16,,96,92,65,,,,,,,,,,,,,,100,87,,"44,65"
SW,170,l,16,,,,,65,92,,,,,,,,,,,,,100,,,"44,65"
SW,171,19a,l,16,,3,,65,92,,,,,,,,,,,,,100,,,"44,65"
SW,172,16,,,,,,65,92,,,,l,,,,,,,,,,,,"44,65,16"
SW,173,16,38,44,90,,,,92,,,,,,,,,,,,,,,,16
SW,174,"16,92",38,,,,,,,,,,,,,,,,,16,,8,,,
SW,175,16,38,,,,92,,,,,,,,,,52,,,,,,,10,72
SW,176,l,38,,,,92,1,,,,,,,,,52,,,65,,,,10,
SW,177,l,"38,41",,44,,68,,,,,,,52,,,51,,52,65,,,52,,16
SW,178,92,"38,65,41",,,,"52,68",l,,65,,,,52,,,51,,,65,,,,,16
SW,179,"16,92","38,65",,44,,"52,68","1,92",,65,,,,,,,51,,,,,,,,
SW,180,"16,92","38,65",,,,52,1,,65,,,,,,,51,,,,,,,,
SW,181,16,65,16,92,10,,,,"65,51",67,,,,,,,,,,,,,12,
SW,182,92,41,,,10,,,92,"65,51",,,,,,,,,,,,,,,16
SW,183,,41,,,10,52,1,,"65,51",,,,,,,,,,,,,,,16
SW,184,19a,41,92,,,52,,48,65,,,,,,,,,,,38,,e,90,
SW,185,,41,,,10,,1,,65,l,,,,,,,44,,60,38,,87,,
SW,186,92,41,16,90,10,,,,"65,51",,,,,,,,"51,65",,60,38,,89,,16
SW,187,19a,l,,,10,,65,,"65,51",,,,,,,,"51,65",,60,,,,,16
SW,188,,l,17,,10,52,65,,"65,51",,,,,,,,"51,65",,60,,,,,16
SW,189,16a,38,,,,52,65,,"65,51",,,,,,92,,"51,65",90,16,,,"89,52",e,16
SW,190,,38,17,,,,65,,65,,,,,,,,"51,65",,60,38,,89,,
SW,191,,38,,,,,65,,65,44,,,,,92,,"51,65",,,,,,,
SW,192,92,38,,,,,65,16,65,,l,,52,,92,e,"51,65",,,,,,,
SW,193,69a,l,,,,,65,,65,51,,,52,,,,"51,65",,,e,,89,,
SW,194,92,l,41,,,,,,65,,,52,52,65,,,65,,,,,,,60
SW,195,"16,92",l,41,,,,,,l,,,52,,65,,,,,,,,,,60
SW,196,92,,41,,,,,16,,,,,,65,,,,,,,,52,,l
SW,197,,l,"1,41",,,,l,,,,,,,65,,,65,,,,,52,,16
SW,198,,l,,44,96,,,,,,,l,,,,,65,,,,,87,,l
SW,199,92,30,,,96,,,16,,,,,,,,,65,,,,,,,l
SW,200,19a,,1,90,,,,,,,,,,52,,,,,,,,87,,
SW,201,l,,1,44,96,,r,,,l,51,,52,52,69,,l,,,,55,,,
SW,202,r,8,41,,96,l,r,,,,51,,,52,,,,,,,,,,
SW,203,,8,41,,,52,,,,,51,,,,,51,,,,51,,,,
SW,204,,,41,92,,52,l,,,,51,l,,,,,,,,51,,,,
SW,205,,44,,,,52,r,1,,,51,,,,,,65,,,,,,"65,38",
SW,206,,44,,,,,,1,,,51,19,,,,,,,,,,,"65,38",
SW,207,,,90,,,,90,r,,,51,44,,,,,65,,,,,,"65,38",
SW,208,65,44,,,,,90,,,,51,l,,,,,"65,51",,,,,,"65,38",
SW,209,65,l,16,,,,90,,,,51,,,52,,65,"65,51",,,,1,,"65,38",
SW,210,65,,r,,,,,,38,l,51,,,52,,,"65,51",,51,,1,,"65,38",
SW,211,65,,,,,,,,38,65,51,,,,,,"65,51",,51,,1,,65,
SW,212,65,r,,,,,l,,65,65,51,,,,,,51,,51,,1,,65,
SW,213,,,16,,,92,,,65,"65,51",51,l,,,,,,,51,,55,,65,l
SW,214,,,16,,,,44,,65,"65,51",51,l,,,,,,,51,,,,65,l
SW,215,19a,,16,,,,r,,"51,65","65,51","51,65",,,,,,,,16,,,89,65,l
SW,216,,,16,,,52,,,"51,65","65,51","51,65",l,,,,,,,16,,,89,59,l
SW,217,92,"31,52",92,,,52,,,"51,65",,"51,65",,,,,,,,"51,16",,,38,"59,38",65
SW,218,,52,,,l,,,,65,,"51,65",l,,,,,,,51,,,38,,65
SW,219,92,52,89,92,,,,,65,,"52,65",,,,,,,,51,,,38,16,65
SW,220,,,,92,,,,,65,,"51,65",,,55,52,,,16,51,,,38,16,65
SW,221,92,,,,,,,,,,52,96,,55,,,l,,51,,,,16,65
SW,222,,,,,,,,,,,g,l,,55,,,l,51,51,,,,16,65
SW,223,,41,,,14,,65,,,,,44,,55,,,,51,51,,,,16,65
SW,224,92,41,,,,,65,,,55,1,1,,55,,,,51,51,,,,,65
SW,225,16,41,r,,,,65,,,,1,1,,"55,65",,,,,65,,,,,65
SW,226,16,41,,,,,65,"16,92",,,1,1,,55,,,,65,65,,,,,65
SW,227,16,,16,,10,,65,,,,"1,65",8,,,,,,"51,65",65,,,,,65
SW,228,92,41,16,,,,65,l,,,"1,65",,,,52,,,"51,65","60,65",,,,,65
SW,229,92,41,16,,,,65,16,,,"1,65",,,,52,,,"51,65","60,65",,m,,,65
SW,230,19a,41,"16,92",,g,,65,"1,16",,,"1,65",,,,52,,,,"60,65",51,m,,,l
SW,231,19a,41,16,90,g,,,1,,,"1,44,65",,,,52,,,,65,51,m,,,l
SW,232,,"16,41",16,90,g,,,1,,96,"1,44",,,,52,,,,65,51,"m,65",,,
SW,233,,16,l,90,g,,,1,,96,"1,44,65",,,,,,,16,,51,m,,,l
SW,234,l,l,41,,,,1,1,,,l,l,16,,,,,,,51,m,,,l
SW,235,16,l,41,,,,1,1,,,,,16,,,,,,16,,m,16,,16
SW,236,"92,17",l,41,90,,,1,"1,92",,,1,,16,,,,,,92,,m,,89,9
SW,237,,r,41,,,,1,"1,92",,,,,,,,96,l,,,,m,,,
SW,238,,l,41,90,,,l,,,,"44,99",19a,16,,92,,,,60,,m,,,90
SW,239,,,,90,,,l,,,,,,16,,17,,,,60,e,,,38,"90,9"
SW,240,l,l,,,,,l,,,,,,,,17,,,e,60,,,,38,
SW,241,l,l,41,44,,l,l,,,,,,,,17,,,e,60,,,1,,90
SW,242,92,,41,,,19a,41,,,,,44,,,17,,l,,60,,55,,,"90,52"
SW,243,,52,41,,,,41,92,10,,,44,,"100,65,52",,,,,65,,55,1,38,52
SW,244,16,l,41,,,,41,92,10,,,44,"52,17","100,65",68,,l,16,65,,55,1,38,"52,92"
SW,245,r,l,41,90,,,"1,41",,,,,44,17,65,"92,e",,,16,"65,60",,,1,,65
SW,246,,16,41,90,,,41,16,,96,,44,16,65,"92,68",,,,60,,,,,l
SW,247,l,16,41,,,,1,16,,,,,"16,17",,68,,,,"60,65",,,1,,l
SW,248,,16,41,,,,1,,,,44,l,16,,92,,,,"60,65",,,1,,16
