"","Plot","sensor","year","doy","cfmask","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band6","sr_band7"
"11290",8,"LT5","1991","120",0,912,1205,1457,2130,2904,-1,2674
"11291",6,"LT5","1991","120",0,837,1079,1346,1896,2476,-1,2232
"11292",5,"LT5","1991","120",0,762,1016,1206,1728,2249,-1,1994
"11293",5,"LT5","1991","120",0,792,1047,1262,1761,2453,-1,2232
"11294",5,"LT5","1991","120",0,792,1047,1235,1761,2318,-1,2096
"11295",4,"LT5","1991","120",0,837,1079,1290,1896,2476,-1,2198
"11296",3,"LT5","1991","120",0,807,1110,1290,1929,2498,-1,2198
"11297",3,"LT5","1991","120",0,792,1047,1206,1795,2476,-1,2130
"11298",7,"LT5","1991","120",0,762,1110,1346,2030,2634,-1,2368
"11299",7,"LT5","1991","120",0,822,1142,1374,2030,2679,-1,2300
"11300",2,"LT5","1991","120",0,777,1047,1235,1761,2431,-1,2130
"11301",1,"LT5","1991","120",0,777,1047,1235,1795,2431,-1,2130
"11302",1,"LT5","1991","120",0,792,1110,1318,1929,2498,-1,2232
"11303",16,"LT5","1991","120",0,807,1110,1318,1929,2701,-1,2368
"11304",11,"LT5","1991","120",0,852,1047,1290,1896,2611,-1,2334
"11305",10,"LT5","1991","120",0,792,1016,1206,1795,2476,-1,2266
"11306",14,"LT5","1991","120",0,882,1205,1513,2231,2904,-1,2606
"11307",13,"LT5","1991","120",0,807,1110,1374,1996,2770,-1,2470
"11308",15,"LT5","1991","120",0,882,1205,1513,2230,2927,-1,2674
"11309",15,"LT5","1991","120",0,852,1205,1486,2164,2882,-1,2572
"11310",20,"LT5","1991","120",0,792,1047,1290,1896,2611,-1,2300
"11311",23,"LT5","1991","120",0,792,1079,1318,1996,2611,-1,2266
"11312",22,"LT5","1991","120",0,807,1110,1374,1929,2656,-1,2300
"11313",21,"LT5","1991","120",0,762,1047,1235,1896,2588,-1,2266
"11314",21,"LT5","1991","120",0,807,1079,1235,1896,2566,-1,2232
"11315",17,"LT5","1991","120",0,852,1142,1374,2063,2679,-1,2402
"11316",18,"LT5","1991","120",0,867,1236,1541,2297,2882,-1,2606
"11317",19,"LT5","1991","120",0,822,1110,1346,2030,2611,-1,2266
"11318",12,"LT5","1991","120",0,747,953,1150,1795,2431,-1,2130
"11319",24,"LT5","1991","120",0,807,1110,1346,1963,2543,-1,2266
"11320",9,"LT5","1991","136",0,968,1277,1570,2200,3312,-1,2935
"11321",9,"LT5","1991","136",0,1042,1402,1735,2432,3490,-1,3136
"11322",8,"LT5","1991","136",0,953,1309,1598,2266,3268,-1,2868
"11323",8,"LT5","1991","136",0,1027,1402,1762,2399,3445,-1,3069
"11324",6,"LT5","1991","136",0,1086,1433,1762,2432,3401,-1,3036
"11325",5,"LT5","1991","136",0,1027,1402,1735,2399,3223,-1,2868
"11326",5,"LT5","1991","136",0,1012,1402,1707,2399,3401,-1,3102
"11327",5,"LT5","1991","136",0,1027,1371,1707,2432,3468,-1,3036
"11328",4,"LT5","1991","136",0,1027,1433,1762,2498,3401,-1,3069
"11329",3,"LT5","1991","136",0,1027,1340,1626,2333,3223,-1,2868
"11330",3,"LT5","1991","136",0,968,1309,1488,2167,3112,-1,2768
"11331",7,"LT5","1991","136",0,997,1371,1707,2432,3334,-1,3002
"11332",7,"LT5","1991","136",0,1012,1340,1735,2432,3312,-1,2901
"11333",2,"LT5","1991","136",0,968,1277,1598,2266,3268,-1,2868
"11334",1,"LT5","1991","136",0,997,1340,1707,2432,3379,-1,3002
"11335",1,"LT5","1991","136",0,1027,1402,1817,2531,3379,-1,3069
"11336",16,"LT5","1991","136",0,997,1340,1626,2299,3268,-1,2834
"11337",11,"LT5","1991","136",0,983,1340,1680,2365,3334,-1,2968
"11338",10,"LT5","1991","136",0,997,1340,1626,2333,3334,-1,2935
"11339",14,"LT5","1991","136",0,1012,1433,1762,2464,3401,-1,3002
"11340",13,"LT5","1991","136",0,1042,1371,1707,2432,3268,-1,3036
"11341",15,"LT5","1991","136",0,997,1402,1817,2531,3445,-1,3102
"11342",15,"LT5","1991","136",0,1012,1402,1817,2498,3357,-1,3069
"11343",20,"LT5","1991","136",0,983,1371,1707,2399,3334,-1,2901
"11344",23,"LT5","1991","136",0,953,1309,1625,2365,3334,-1,2935
"11345",22,"LT5","1991","136",0,1012,1371,1653,2299,3268,-1,2901
"11346",21,"LT5","1991","136",0,1012,1309,1515,2233,3201,-1,2801
"11347",21,"LT5","1991","136",0,983,1309,1570,2299,3222,-1,2834
"11348",17,"LT5","1991","136",0,1027,1340,1735,2432,3334,-1,2968
"11349",18,"LT5","1991","136",0,1027,1433,1790,2563,3289,-1,3036
"11350",19,"LT5","1991","136",0,997,1402,1762,2498,3334,-1,3001
"11351",12,"LT5","1991","136",0,939,1309,1570,2333,3289,-1,2968
"11352",24,"LT5","1991","136",0,968,1402,1762,2498,3424,-1,3136
"11353",9,"LT5","1991","152",0,1065,1404,1724,2404,3564,-1,3048
"11354",9,"LT5","1991","152",0,1096,1470,1810,2577,3655,-1,3152
"11355",8,"LT5","1991","152",0,1065,1404,1724,2439,3586,-1,3118
"11356",8,"LT5","1991","152",0,1112,1470,1810,2543,3725,-1,3152
"11357",6,"LT5","1991","152",0,1112,1437,1781,2543,3564,-1,3083
"11358",5,"LT5","1991","152",0,1049,1372,1724,2404,3517,-1,2911
"11359",5,"LT5","1991","152",0,1081,1437,1839,2507,3655,-1,3117
"11360",5,"LT5","1991","152",0,1081,1437,1839,2543,3541,-1,3048
"11361",4,"LT5","1991","152",0,1112,1504,1839,2646,3610,-1,3083
"11362",3,"LT5","1991","152",0,1065,1404,1752,2439,3426,-1,2945
"11363",3,"LT5","1991","152",0,1034,1339,1637,2370,3449,-1,2807
"11364",7,"LT5","1991","152",0,1049,1470,1839,2577,3472,-1,2911
"11365",7,"LT5","1991","152",0,1034,1470,1839,2612,3450,-1,2911
"11366",2,"LT5","1991","152",0,1034,1404,1752,2404,3472,-1,2945
"11367",1,"LT5","1991","152",0,1081,1404,1752,2543,3610,-1,3084
"11368",1,"LT5","1991","152",0,1096,1437,1868,2646,3632,-1,3084
"11369",16,"LT5","1991","152",0,1018,1372,1695,2404,3426,-1,2911
"11370",11,"LT5","1991","152",0,1018,1372,1695,2473,3541,-1,3048
"11371",10,"LT5","1991","152",0,1081,1404,1781,2438,3610,-1,3014
"11372",14,"LT5","1991","152",0,1065,1437,1810,2577,3517,-1,3014
"11373",13,"LT5","1991","152",0,1065,1404,1781,2612,3518,-1,3048
"11374",15,"LT5","1991","152",0,1081,1437,1839,2577,3472,-1,2980
"11375",15,"LT5","1991","152",0,1065,1470,1839,2612,3472,-1,2980
"11376",20,"LT5","1991","152",0,1049,1437,1781,2473,3541,-1,2980
"11377",23,"LT5","1991","152",0,1034,1404,1781,2507,3495,-1,2911
"11378",22,"LT5","1991","152",0,1112,1470,1810,2507,3609,-1,3014
"11379",21,"LT5","1991","152",0,1035,1404,1666,2404,3495,-1,2945
"11380",21,"LT5","1991","152",0,1049,1339,1666,2404,3541,-1,3048
"11381",17,"LT5","1991","152",0,1065,1437,1810,2507,3472,-1,2979
"11382",18,"LT5","1991","152",0,1065,1437,1810,2577,3426,-1,3014
"11383",19,"LT5","1991","152",0,1065,1470,1839,2577,3472,-1,2979
"11384",12,"LT5","1991","152",0,1034,1306,1610,2404,3610,-1,2979
"11385",24,"LT5","1991","152",0,1081,1437,1868,2646,3610,-1,3186
"11386",9,"LT5","1991","168",0,999,1294,1618,2219,3408,-1,3125
"11387",9,"LT5","1991","168",0,1059,1480,1838,2487,3633,-1,3361
"11388",8,"LT5","1991","168",0,1015,1357,1646,2287,3363,-1,3125
"11389",8,"LT5","1991","168",0,1015,1418,1783,2487,3565,-1,3327
"11390",6,"LT5","1991","168",0,1087,1449,1865,2487,3520,-1,3327
"11391",5,"LT5","1991","168",0,1059,1418,1810,2453,3408,-1,3090
"11392",5,"LT5","1991","168",0,1072,1449,1810,2420,3520,-1,3327
"11393",5,"LT5","1991","168",0,1059,1449,1810,2453,3498,-1,3293
"11394",4,"LT5","1991","168",0,1073,1449,1893,2554,3543,-1,3293
"11395",3,"LT5","1991","168",0,1044,1418,1727,2353,3363,-1,3125
"11396",3,"LT5","1991","168",0,969,1294,1590,2220,3273,-1,2990
"11397",7,"LT5","1991","168",0,1015,1387,1783,2454,3475,-1,3192
"11398",7,"LT5","1991","168",0,1015,1387,1810,2420,3408,-1,3125
"11399",2,"LT5","1991","168",0,1000,1326,1727,2353,3452,-1,3057
"11400",1,"LT5","1991","168",0,1029,1418,1810,2420,3452,-1,3125
"11401",1,"LT5","1991","168",0,1059,1481,1865,2554,3565,-1,3293
"11402",16,"LT5","1991","168",0,984,1387,1727,2353,3408,-1,3125
"11403",11,"LT5","1991","168",0,999,1387,1727,2420,3520,-1,3260
"11404",10,"LT5","1991","168",0,1028,1387,1727,2353,3452,-1,3192
"11405",14,"LT5","1991","168",0,1059,1418,1838,2521,3542,-1,3327
"11406",13,"LT5","1991","168",0,1029,1418,1810,2453,3520,-1,3260
"11407",15,"LT5","1991","168",0,1044,1480,1893,2554,3520,-1,3293
"11408",15,"LT5","1991","168",0,1044,1449,1865,2521,3542,-1,3226
"11409",20,"LT5","1991","168",0,999,1418,1755,2386,3452,-1,3192
"11410",23,"LT5","1991","168",0,968,1386,1701,2386,3430,-1,3125
"11411",22,"LT5","1991","168",0,1058,1418,1755,2420,3452,-1,3158
"11412",21,"LT5","1991","168",0,969,1357,1645,2287,3385,-1,3090
"11413",21,"LT5","1991","168",0,984,1357,1701,2320,3430,-1,3158
"11414",17,"LT5","1991","168",0,1103,1418,1810,2420,3520,-1,3259
"11415",18,"LT5","1991","168",0,1028,1480,1920,2587,3475,-1,3259
"11416",19,"LT5","1991","168",0,1072,1480,1865,2554,3475,-1,3226
"11417",12,"LT5","1991","168",0,954,1325,1673,2386,3498,-1,3192
"11418",24,"LT5","1991","168",0,1014,1418,1810,2521,3587,-1,3260
"11419",9,"LT5","1991","184",0,982,1323,1711,2392,3621,-1,3008
"11420",9,"LT5","1991","184",0,1072,1478,1905,2636,3809,-1,3288
"11421",8,"LT5","1991","184",0,1027,1323,1712,2392,3645,-1,3078
"11422",8,"LT5","1991","184",0,1086,1447,1850,2600,3832,-1,3324
"11423",6,"LT5","1991","184",0,1041,1447,1794,2530,3668,-1,3253
"11424",5,"LT5","1991","184",0,1011,1354,1739,2461,3598,-1,3112
"11425",5,"LT5","1991","184",0,1041,1416,1821,2566,3738,-1,3253
"11426",5,"LT5","1991","184",0,1056,1447,1850,2600,3761,-1,3254
"11427",4,"LT5","1991","184",0,1130,1509,1959,2705,3809,-1,3288
"11428",3,"LT5","1991","184",0,1072,1416,1766,2497,3621,-1,3078
"11429",3,"LT5","1991","184",0,952,1292,1629,2356,3434,-1,2903
"11430",7,"LT5","1991","184",0,1042,1386,1767,2531,3575,-1,3043
"11431",7,"LT5","1991","184",0,1027,1386,1794,2601,3527,-1,3043
"11432",2,"LT5","1991","184",0,998,1355,1712,2426,3574,-1,3113
"11433",1,"LT5","1991","184",0,1072,1416,1739,2531,3645,-1,3113
"11434",1,"LT5","1991","184",0,1042,1447,1850,2636,3669,-1,3149
"11435",16,"LT5","1991","184",0,997,1385,1766,2461,3645,-1,3112
"11436",11,"LT5","1991","184",0,1011,1354,1711,2530,3692,-1,3218
"11437",10,"LT5","1991","184",0,1026,1355,1794,2496,3714,-1,3254
"11438",14,"LT5","1991","184",0,1086,1447,1877,2566,3692,-1,3148
"11439",13,"LT5","1991","184",0,1012,1386,1712,2531,3645,-1,3148
"11440",15,"LT5","1991","184",0,1042,1416,1905,2636,3692,-1,3218
"11441",15,"LT5","1991","184",0,1027,1447,1877,2636,3645,-1,3184
"11442",20,"LT5","1991","184",0,1056,1385,1850,2600,3692,-1,3218
"11443",23,"LT5","1991","184",0,1041,1416,1821,2600,3668,-1,3077
"11444",22,"LT5","1991","184",0,1071,1447,1821,2565,3714,-1,3218
"11445",21,"LT5","1991","184",0,1011,1385,1711,2461,3714,-1,3183
"11446",21,"LT5","1991","184",0,1041,1355,1739,2461,3714,-1,3112
"11447",17,"LT5","1991","184",0,1085,1478,1904,2600,3714,-1,3218
"11448",18,"LT5","1991","184",0,1056,1447,1932,2635,3668,-1,3253
"11449",19,"LT5","1991","184",0,1041,1477,1932,2635,3691,-1,3148
"11450",12,"LT5","1991","184",0,982,1292,1629,2391,3692,-1,3183
"11451",24,"LT5","1991","184",0,997,1416,1821,2600,3691,-1,3218
"11452",9,"LT5","1991","200",0,988,1305,1641,2241,3424,-1,3078
"11453",9,"LT5","1991","200",0,1065,1497,1839,2489,3590,-1,3361
"11454",8,"LT5","1991","200",0,1004,1305,1669,2277,3401,-1,3113
"11455",8,"LT5","1991","200",0,1050,1401,1783,2453,3566,-1,3290
"11456",6,"LT5","1991","200",0,1049,1465,1810,2453,3472,-1,3254
"11457",5,"LT5","1991","200",0,973,1337,1725,2312,3400,-1,3077
"11458",5,"LT5","1991","200",0,1049,1401,1839,2418,3519,-1,3290
"11459",5,"LT5","1991","200",0,1049,1432,1839,2418,3496,-1,3184
"11460",4,"LT5","1991","200",0,1065,1529,1896,2559,3519,-1,3290
"11461",3,"LT5","1991","200",0,1034,1368,1726,2347,3401,-1,3078
"11462",3,"LT5","1991","200",0,942,1208,1527,2135,3235,-1,2865
"11463",7,"LT5","1991","200",0,973,1368,1754,2418,3401,-1,3042
"11464",7,"LT5","1991","200",0,989,1337,1726,2383,3307,-1,3007
"11465",2,"LT5","1991","200",0,973,1305,1641,2277,3354,-1,3007
"11466",1,"LT5","1991","200",0,1050,1401,1783,2418,3448,-1,3078
"11467",1,"LT5","1991","200",0,1050,1433,1868,2560,3496,-1,3185
"11468",16,"LT5","1991","200",0,988,1368,1753,2276,3306,-1,3006
"11469",11,"LT5","1991","200",0,988,1401,1753,2453,3472,-1,3148
"11470",10,"LT5","1991","200",0,1034,1368,1726,2382,3447,-1,3149
"11471",14,"LT5","1991","200",0,1050,1465,1839,2489,3496,-1,3184
"11472",13,"LT5","1991","200",0,1019,1401,1754,2453,3354,-1,3113
"11473",15,"LT5","1991","200",0,1019,1465,1810,2489,3472,-1,3184
"11474",15,"LT5","1991","200",0,1019,1433,1810,2489,3377,-1,3113
"11475",20,"LT5","1991","200",0,943,1401,1782,2417,3376,-1,3042
"11476",23,"LT5","1991","200",0,973,1368,1725,2346,3423,-1,3041
"11477",22,"LT5","1991","200",0,1034,1401,1753,2382,3495,-1,3077
"11478",21,"LT5","1991","200",0,973,1337,1668,2276,3353,-1,3041
"11479",21,"LT5","1991","200",0,1004,1337,1668,2311,3400,-1,3041
"11480",17,"LT5","1991","200",0,1065,1432,1782,2417,3472,-1,3148
"11481",18,"LT5","1991","200",0,1019,1432,1839,2488,3400,-1,3112
"11482",19,"LT5","1991","200",0,1019,1432,1810,2452,3376,-1,3148
"11483",12,"LT5","1991","200",0,942,1272,1640,2347,3447,-1,3148
"11484",24,"LT5","1991","200",0,973,1401,1810,2488,3471,-1,3219
"11485",9,"LT5","1991","216",4,1034,1089,1175,1670,1441,-1,1024
"11486",9,"LT5","1991","216",4,1051,1124,1235,1670,1465,-1,1024
"11487",8,"LT5","1991","216",4,1017,1124,1144,1708,1515,-1,1099
"11488",8,"LT5","1991","216",4,1051,1124,1205,1708,1565,-1,1099
"11489",6,"LT5","1991","216",4,1051,1159,1205,1746,1465,-1,1136
"11490",5,"LT5","1991","216",4,1166,1228,1327,1822,1615,-1,1211
"11491",5,"LT5","1991","216",4,1117,1263,1297,1822,1541,-1,1136
"11492",5,"LT5","1991","216",4,1150,1228,1297,1859,1615,-1,1174
"11493",4,"LT5","1991","216",4,1117,1228,1387,1935,1615,-1,1211
"11494",3,"LT5","1991","216",4,1083,1193,1266,1784,1591,-1,1062
"11495",3,"LT5","1991","216",4,1017,1089,1144,1746,1465,-1,1024
"11496",7,"LT5","1991","216",4,1099,1193,1266,1784,1465,-1,1024
"11497",7,"LT5","1991","216",4,1051,1124,1175,1708,1441,-1,987
"11498",2,"LT5","1991","216",4,1067,1159,1235,1822,1591,-1,1174
"11499",1,"LT5","1991","216",4,1133,1193,1297,1784,1541,-1,1211
"11500",1,"LT5","1991","216",4,1117,1228,1327,1822,1565,-1,1099
"11501",16,"LT5","1991","216",4,1067,1193,1235,1708,1465,-1,1024
"11502",11,"LT5","1991","216",4,1099,1193,1266,1746,1491,-1,1024
"11503",10,"LT5","1991","216",4,1051,1193,1235,1784,1541,-1,1099
"11504",14,"LT5","1991","216",4,1166,1296,1327,1859,1565,-1,1099
"11505",13,"LT5","1991","216",4,1099,1193,1205,1746,1491,-1,1062
"11506",15,"LT5","1991","216",4,1067,1159,1235,1708,1465,-1,1062
"11507",15,"LT5","1991","216",4,1067,1124,1266,1708,1441,-1,1024
"11508",20,"LT5","1991","216",4,1083,1124,1235,1670,1417,-1,1062
"11509",23,"LT5","1991","216",4,984,1055,1114,1594,1317,-1,949
"11510",22,"LT5","1991","216",4,1150,1228,1327,1822,1515,-1,1062
"11511",21,"LT5","1991","216",4,1133,1193,1266,1784,1491,-1,1099
"11512",21,"LT5","1991","216",4,1133,1228,1266,1746,1465,-1,1062
"11513",17,"LT5","1991","216",4,1099,1159,1205,1670,1465,-1,1062
"11514",18,"LT5","1991","216",4,1034,1124,1205,1632,1417,-1,1024
"11515",19,"LT5","1991","216",4,951,1089,1114,1594,1367,-1,987
"11516",12,"LT5","1991","216",4,1034,1089,1144,1670,1441,-1,1024
"11517",24,"LT5","1991","216",4,951,1055,1144,1632,1367,-1,949
"11518",9,"LT5","1991","232",0,857,1104,1241,2179,2458,-1,1897
"11519",9,"LT5","1991","232",0,889,1206,1362,2217,2507,-1,2046
"11520",8,"LT5","1991","232",0,921,1206,1331,2293,2507,-1,1972
"11521",8,"LT5","1991","232",0,904,1171,1391,2293,2657,-1,2046
"11522",6,"LT5","1991","232",0,937,1206,1391,2178,2231,-1,1708
"11523",5,"LT5","1991","232",0,937,1206,1361,2142,2282,-1,1784
"11524",5,"LT5","1991","232",0,953,1206,1361,2179,2282,-1,1859
"11525",5,"LT5","1991","232",0,921,1206,1361,2179,2307,-1,1784
"11526",4,"LT5","1991","232",0,921,1206,1391,2217,2382,-1,1859
"11527",3,"LT5","1991","232",0,904,1104,1272,2142,2308,-1,1709
"11528",3,"LT5","1991","232",0,889,1104,1181,2217,2308,-1,1634
"11529",7,"LT5","1991","232",0,856,1138,1302,2256,2434,-1,1860
"11530",7,"LT5","1991","232",0,856,1138,1391,2331,2484,-1,1935
"11531",2,"LT5","1991","232",0,856,1171,1241,2331,2483,-1,1860
"11532",1,"LT5","1991","232",0,904,1171,1362,2256,2434,-1,1935
"11533",1,"LT5","1991","232",0,936,1239,1421,2294,2558,-1,2047
"11534",16,"LT5","1991","232",0,889,1171,1361,2329,2656,-1,2008
"11535",11,"LT5","1991","232",0,873,1172,1301,2254,2407,-1,1858
"11536",10,"LT5","1991","232",0,857,1171,1331,2179,2506,-1,1896
"11537",14,"LT5","1991","232",0,921,1206,1451,2330,2658,-1,2084
"11538",13,"LT5","1991","232",0,920,1206,1391,2368,2633,-1,2123
"11539",15,"LT5","1991","232",0,936,1239,1540,2367,2757,-1,2234
"11540",15,"LT5","1991","232",0,936,1272,1511,2404,2831,-1,2271
"11541",20,"LT5","1991","232",0,841,1171,1361,2404,2632,-1,2046
"11542",23,"LT5","1991","232",0,810,1104,1301,2291,2356,-1,1707
"11543",22,"LT5","1991","232",0,922,1239,1480,2441,2706,-1,2195
"11544",21,"LT5","1991","232",0,889,1171,1361,2366,2656,-1,2083
"11545",21,"LT5","1991","232",0,857,1171,1331,2366,2606,-1,2045
"11546",17,"LT5","1991","232",0,905,1171,1420,2254,2531,-1,2045
"11547",18,"LT5","1991","232",0,873,1172,1420,2215,2456,-1,1933
"11548",19,"LT5","1991","232",0,873,1172,1420,2253,2456,-1,1858
"11549",12,"LT5","1991","232",0,842,1104,1241,2178,2406,-1,1783
"11550",24,"LT5","1991","232",0,873,1138,1331,2215,2406,-1,1895
"11551",9,"LT5","1991","248",4,16000,5207,5308,6005,3172,-1,2814
"11552",9,"LT5","1991","248",4,16000,5242,5308,6005,3172,-1,2814
"11553",8,"LT5","1991","248",4,16000,5275,5429,6044,3198,-1,2775
"11554",8,"LT5","1991","248",4,16000,5308,5338,6121,3197,-1,2893
"11555",6,"LT5","1991","248",4,16000,5275,5368,6082,3172,-1,2854
"11556",5,"LT5","1991","248",4,16000,5242,5338,6082,3172,-1,2854
"11557",5,"LT5","1991","248",4,16000,5275,5338,6082,3198,-1,2775
"11558",5,"LT5","1991","248",4,16000,5242,5308,6082,3198,-1,2893
"11559",4,"LT5","1991","248",4,16000,5175,5278,5967,3120,-1,2775
"11560",3,"LT5","1991","248",4,16000,5208,5308,6044,3198,-1,2814
"11561",3,"LT5","1991","248",4,16000,5242,5278,6044,3146,-1,2854
"11562",7,"LT5","1991","248",4,16000,5342,5368,6160,3250,-1,2854
"11563",7,"LT5","1991","248",4,16000,5342,5368,6121,3224,-1,2814
"11564",2,"LT5","1991","248",4,16000,5275,5338,6082,3250,-1,2893
"11565",1,"LT5","1991","248",4,16000,5275,5338,6044,3224,-1,2933
"11566",1,"LT5","1991","248",4,16000,5242,5368,6044,3224,-1,2893
"11567",16,"LT5","1991","248",4,16000,5274,5308,6043,3145,-1,2814
"11568",11,"LT5","1991","248",4,16000,5275,5338,6043,3224,-1,2775
"11569",10,"LT5","1991","248",4,16000,5242,5308,6005,3145,-1,2775
"11570",14,"LT5","1991","248",4,16000,5274,5308,6081,3172,-1,2814
"11571",13,"LT5","1991","248",4,16000,5308,5338,6043,3249,-1,2853
"11572",15,"LT5","1991","248",4,16000,5274,5368,6043,3145,-1,2775
"11573",15,"LT5","1991","248",4,16000,5274,5308,6043,3172,-1,2775
"11574",20,"LT5","1991","248",4,16000,5307,5337,6081,3249,-1,2814
"11575",23,"LT5","1991","248",4,16000,5307,5397,6081,3145,-1,2814
"11576",22,"LT5","1991","248",4,16000,5307,5367,6043,3172,-1,2775
"11577",21,"LT5","1991","248",4,16000,5307,5367,6081,3172,-1,2775
"11578",21,"LT5","1991","248",4,16000,5274,5367,6081,3172,-1,2736
"11579",17,"LT5","1991","248",4,16000,5274,5367,6081,3120,-1,2775
"11580",18,"LT5","1991","248",4,16000,5307,5337,6043,3120,-1,2736
"11581",19,"LT5","1991","248",4,16000,5307,5367,6081,3197,-1,2736
"11582",12,"LT5","1991","248",4,16000,5275,5368,6082,3172,-1,2814
"11583",24,"LT5","1991","248",4,16000,5342,5368,6121,3197,-1,2814
"11584",9,"LT5","1991","264",4,3635,3914,4117,5135,5346,-1,4608
"11585",9,"LT5","1991","264",4,3635,3914,4084,5093,5291,-1,4525
"11586",8,"LT5","1991","264",4,3184,3460,3582,4676,4823,-1,4067
"11587",8,"LT5","1991","264",4,3111,3307,3481,4593,4741,-1,4109
"11588",6,"LT5","1991","264",4,2874,3114,3346,4299,4519,-1,3858
"11589",5,"LT5","1991","264",4,3436,3725,3950,4968,5180,-1,4483
"11590",5,"LT5","1991","264",4,3256,3497,3783,4717,4905,-1,4234
"11591",5,"LT5","1991","264",4,3383,3686,3883,4926,5071,-1,4442
"11592",4,"LT5","1991","264",4,3563,3876,4117,5092,5263,-1,4608
"11593",3,"LT5","1991","264",4,2911,3230,3379,4341,4547,-1,3941
"11594",3,"LT5","1991","264",4,3111,3383,3582,4592,4850,-1,4150
"11595",7,"LT5","1991","264",4,2948,3192,3380,4425,4520,-1,3942
"11596",7,"LT5","1991","264",4,2929,3231,3346,4468,4437,-1,3859
"11597",2,"LT5","1991","264",4,3652,4027,4251,5259,5292,-1,4650
"11598",1,"LT5","1991","264",4,3256,3650,3818,4843,4823,-1,4234
"11599",1,"LT5","1991","264",4,3130,3345,3515,4593,4630,-1,4067
"11600",16,"LT5","1991","264",4,2208,2536,2734,3710,3773,-1,3067
"11601",11,"LT5","1991","264",4,2579,2883,3041,4047,4077,-1,3525
"11602",10,"LT5","1991","264",4,16000,4363,4516,5548,5868,-1,5107
"11603",14,"LT5","1991","264",4,3311,3650,3818,4760,4796,-1,4275
"11604",13,"LT5","1991","264",4,3329,3573,3683,4718,4547,-1,3942
"11605",15,"LT5","1991","264",4,2095,2301,2564,3583,3829,-1,3108
"11606",15,"LT5","1991","264",4,2598,2884,3177,4131,4106,-1,3525
"11607",20,"LT5","1991","264",4,2375,2574,2769,3752,3801,-1,3150
"11608",23,"LT5","1991","264",2,2019,2183,2358,3328,3303,-1,2733
"11609",22,"LT5","1991","264",0,2113,2379,2530,3414,3414,-1,2775
"11610",21,"LT5","1991","264",0,2449,2690,2803,3752,3773,-1,3192
"11611",21,"LT5","1991","264",4,2561,2807,2940,3921,4050,-1,3316
"11612",17,"LT5","1991","264",2,2320,2613,2769,3752,3635,-1,3150
"11613",18,"LT5","1991","264",2,2245,2496,2667,3583,3553,-1,2983
"11614",19,"LT5","1991","264",2,2394,2729,2871,3793,3773,-1,3192
"11615",12,"LT5","1991","264",2,2745,3076,3142,4215,4270,-1,3692
"11616",24,"LT5","1991","264",2,2579,2883,3142,4214,4187,-1,3650
"11617",9,"LT5","1991","280",0,882,1234,1579,2433,3164,-1,2667
"11618",9,"LT5","1991","280",0,992,1426,1815,2641,3304,-1,2919
"11619",8,"LT5","1991","280",0,937,1234,1545,2392,3053,-1,2542
"11620",8,"LT5","1991","280",0,955,1387,1714,2599,3304,-1,2792
"11621",6,"LT5","1991","280",0,974,1387,1748,2641,3247,-1,2835
"11622",5,"LT5","1991","280",0,937,1349,1680,2516,3220,-1,2793
"11623",5,"LT5","1991","280",0,955,1426,1849,2724,3247,-1,2877
"11624",5,"LT5","1991","280",0,974,1426,1815,2641,3276,-1,2835
"11625",4,"LT5","1991","280",0,1011,1426,1849,2765,3304,-1,2877
"11626",3,"LT5","1991","280",0,900,1310,1613,2433,3053,-1,2583
"11627",3,"LT5","1991","280",0,863,1157,1444,2267,2886,-1,2415
"11628",7,"LT5","1991","280",0,955,1349,1647,2558,3164,-1,2792
"11629",7,"LT5","1991","280",0,882,1273,1613,2475,3109,-1,2667
"11630",2,"LT5","1991","280",0,882,1234,1579,2433,3081,-1,2542
